polarity	sentence
-1	Decipisao muito chato ele não da chanse
-1	Travando no gs2 Trava no galaxy s2. Não acredito que um celular top como o gs2 não rode esse jogo.
-1	Uma merda essa porcaria!! N presta jogo ruim do caramba baixem Cs STRIKE Muito bom o jogo...
-1	Ruim Grafico ruim, nao tem som nenhum e dificil jogabilidade. Aos que gostaram desse sugiro Hellfire. #fikdik
-1	Sem som Ate arrumarem este bug 1e estrela
-1	Não gostei No meu galax não funciona.
-1	??? Tipo eu ja tinha baixado mas como zerei desinstalei,hoje quando fui baixar o pinguin estava louco indo para todos os lados sem controle e com muitas propagandas!
-1	Eka Verdadeira merda
-1	FC Dá FC no Atrix com ROM Stock GB, não sei por quê essa palhaçada
-1	Ruim Chato pra caramba
-1	Zuado Por k pega fogo na tela zuo meu celular
-1	Bug no meu galaxy y duos sacanagem , deu muito bug cheios de quadradinhos na tela !
-1	bugado. jogo bugado,  pra rodar precisa mudar o idioma pro inglês.  gameloft não presta um suporte decente.  apesar disso o jogo 1sui graficos legais.
-1	Ruim Ele nao funciona no.meu galaxy ele buga o jogo e   legal mas ele nao pega.
-1	Bosta Odiei,esse jogo muito ruim to desintalando ele agora.Mais sei que, vai te melhores que esse.:-)
-1	Htc Jogo muito fraco
-1	MALWARE ENCONTRADO! Okay, admito que o jogo e bom mas o meu avast indica que esse apps tem malware por isso desinstalei logo nao estou afim de ter problemas com meu aparelho
-1	Nao instala Ja baixei duas vezes e nao concigo jogar toda vez aparece- nao foi 1sivel instalar... nao entendo q pena
-1	Péssimo Não comprem! Nem iniciou o download, perdi dinheiro!
-1	Luiz Só  uma coisa  horrível
-1	Bddhdhsjd Esse jogo é uma merda!!!
-1	Ficou muitp ruim depois da atualizaçao
-1	Jogo ficou chato sem multi touch O jogo fica uma chatisse sem o multi touch para realizar os comandos de rotação e zoom, a versão do iphone é superior por isso. Nivelar por baixo prejudica quem tem interesse no game.
-1	Não roda no galaxy y O jogo abre, e depois de um tempo carregando fecha
-1	Naõ presta
-1	Fogo de palha Muito aquém do que estamos acostumados. Praticamente não há -1ociação entre equipes e não se pode visualizar outras equipes..
-1	Merda Pensa numa merda escrota esperei 1minuto pra eu baixar essa porcaria...
-1	Bela porcaria Todo mundo falando desse jogo, instalo, não passou da tela de login. Até desinstalei o Dolphin igual foi falado em oitro comentário. Adiantou? Não. Continuou não rodando. Resultado? App desinstalado do meu Optimus 2X. Pra quê vou manter um appque não roda no meu aparelho?
-1	Ngm merece,  porra chata
-1	Perda de grana no Defy. Jogabilidade péssima no Defy,praticamente im1sível ajustar a mira da arma e o programa sempre vai te acertar antes.Decepcionante!
-1	Ta uma porcaria no galaxy s3 Cheio de bug o jogo tem hora que a estrada nao carrega entre outros
-1	Raquel Após terminar, n tem outros níveis... Um saco
-1	Que raiva Que jogo ruim no meu cell não instala não recomendo
-1	Mais ou menos Tem muitos bugs
-1	Lentidão E muito lento
-1	:*) lixoso
-1	Naao gostei galera .
-1	Razr XT910 Não funciona, o google não quer me devolver meu dinheiro, pois após comprar o jogo você precisa baixar um arquivo de 800Mb e o google somente devolve o seu dinheiro em até 15min após a compra.  O jogo instala e quando vai validar ele reinicia o aplicativo e fica fazendo isso o tempo todo. Não comprem.
-1	Muito ruin Nao gostei fica so cm a tela branca Melhore
-1	Muito pesado..vive dando erro!  Excluindo....
-1	Buga tudo!!! Terrivel, pois na hora de atirar, trava tudo
-1	Uma merda Esse jogo eh uma merda
-1	Pq comprar? O jogo tem um valor alto, justificado pela qualidade suporte a vários idiomas e tal, então pq eu tenho que comprar e pagar a mais para ter os itens da loja? Se paguei pelo jogo eh justo que TUDO do game esteja ao meu alcance pq sinceramente comprar uma roupa conseguindo 20000 aranhas durante o jogo eh im1sível! Se querem fazer os outros gastarem uma nota na loja deveriam ou cobrar menos pelo jogo ou ser free, já que de qualquer modo vc vai ter que gastar mt pra ter o game completo... Isso me deixa loko
-1	Pessimo !!!! O jogo entra somente até o menu e logo em seguida Desconecta  sozinho !! ((Galaxy S II )) Se não resolverem em até 7 DIAS ÚTEIS  ABRIREM PROCESSO E IREI  JUNTO AO PROCON !!! EXIJO ATUALIZAÇÃO OU REEMBOLSO  !!
-1	Uma merda Pq não explicão como funciona essa merda ñ dario nenhuma estrela pra essa merda
-1	Nao baixem Merda total! Nao pega no xoom!!
-1	Um lixo Muito ruim
-1	Não ta dando para min abaixar. Ke merda
-1	Tosco O aplicativo nao abre voce digita o loguin e aparece erro de sistema
-1	Galaxy s2 lite Primeiro jogo que eu baixo que nao roda no meu celular. Quando clico em new game o jogo fecha sozinho.
-1	Meh Este jogo é uma porcaria
-1	Não rodou bem No meu San Francisco não rodou bem abria e depois fechava
-1	Matheus Uma verdadeira bosta baixa tudo nao abre
-1	Ridiculo que jogo mas chato so doido mesmo.
-1	artur 11/01/2012 É uma porra  @
-1	Som estranho das motos. Fraco.
-1	A idade do gelo É dificil convidar amigos,im1sivel ganhar bolotas.
-1	Não pega no meu xt300.
-1	Liwesley Davi Ese jogo não é nada bom acreditem, pois vc joga ele de lado não dá pra ver quem estar na sua frente e nem da pra diviar do carro, quem iventu esse jogo não tinha era o que fazer da vida...
-1	Muito chato Nao gostei
-1	Nao Este jogo nao presta pk nao da para aceder fica ali rederecionando e nao faz mais nada!!!!!!!!  Horrivel
-1	Pessimo! Instalei para as filhotas, mas além do jogo em si ser muito fraco, fica em memória a enviar notificações de publicidade constantemente.  Completamente desaconselhado!
-1	lixo nao da pa baixar -.-
-1	Horrível. Sempre que vai monta o time, na compra do último jogador, isso pode ser de qualquer 1ição o aplicativo acaba fechando sozinho.
-1	Um lixo de aplicativo, perdi meu dinheiro nao funciona no milestone, nao da rembolso. Nao vale a pena o risco. Nao comprem
-1	Essa merda nao grava o jgo de onde agente para perdi 5horas de jogo no chrono trigger essa merda de emulador nao adianta nada se nao grava jogo so porque é gratuito tenque melhorar e fazer um que grave! !!!!! Essa merda nao serve para rpg nao grava o jogo só porque é gratuito tenque colocar a verçao completa gratis!!!!!!
-1	Alimentação Não consigo colocar a ração do saco do meio, sempre que tento só vai nos das pontas
-1	Podre!! E orrivel nao baixem nao vale a pena
-1	Nao consigo entrar no jogo Comprei, baxei, instalei e na hora de jogar da erro na rede! Aconteceu isso com mais alguem????
-1	Toma no cu! Ate chorei para ter esse app e quando eu consigo comprar nn abre aff
-1	Bruno nao gostei Eu baixei mas na hora q fui abrir ficou aparesendo ums treco na frente e o jogo nao rodo
-1	Sem graça!!! Não sei quem foi o derrame que efetuou a criação dessa porcaria de jogo, só sei que deve ser imobiliária belo F.D.P., que não tem o que fazer o dia todo, e então fica guiando um ratinho o dia inteiro!    Kkkkk Nem deve ser corno!? Né?! Kkk
-1	NAO FUNCIONA De há uns 3 dias para cá, o jogo não tem funcionado. Abre e depois fecha, vai para a tela inicial. Ja tentei vezes e vezes sem conta e não esta a funcionar. Help!
-1	não funciona Galaxy s2 não roda.
-1	Ruim Muito simples,pode se exigir mais de adroids,além do mais travou uma vez nem tentei outra DELETE.
-1	Estou perdendo minhas moedas :( Dei uma estrela pq toda vez q atualiza eu perco TODAS MINHAS MOEDAS E RECOMPENSAS.. E isso ja aconteceu no minimo umas 10 VEZES . Qndo meu jogo ta ficando bom, perde tudo .. PFVR ARRUMEM ISSO!!!!! :@
-1	Thiago Como que esse lixo não roda no Lg Optimus L7? Que que é isso? Falta de respeito com o cliente. Empresa incompetente.
-1	Trava Tanto o Space qnto o Star Wars travam...qndo eu reinicio.uma fase,ele trava e sai.do.jogo. O SW eu reinstalei e nao adiantou,mad nao qro.perder tudo o q tenho no space...alguem ajuda?
-1	Deixou de funcionar com a atualização
-1	Não pegou =[ A imagem ficou picotada aqui no meu galaxy y.
-1	Cu Vão tudo tomar no cu
-1	Samsumg galaxy Muito ruim pagar por app que nao baixa o proprio conteudo para funcionar
-1	Demora e o grafico e horrivel
-1	Muito merda esse jogo
-1	Péssimo Horrível no tab p1000.
-1	Podre Não perca seu tempo !
-1	Péssimo! Esperei tanto pra baixar ele e,quando joguei a primeira partida ja não gostei,no quesito imagemé a mesma coisa que o RF 2012,nem o carrinho consertaram porque continua crrinho!!Outra decepção é a questão de que ao colocar o jogador para descansar,treinar,reaabilitar etc.,para que o jogador volte ao normal você tem que ficar on o tempo inteiro para que o jogador volte a jogar! Vamos supor que o jogador tem 24:00:00(1 dia) para voltar a campo,pra que ele volte se você sair faltando 23:40:00,quando você abrir novamente o jogo estará 23:40:00,do msm jeito q você saiu!!! Espero uma atualização para arrumar essa lixuosidade!!
-1	Ate agora nao funcionou pergeita
-1	Xperia x10 Im1sivel de jogar no x10, alem de so ser 1sivel apertar 2 botao juntos, o touch desse emulador faz voce apertar 2 ou 3 botoes sem querer so pelo fato do controle ser pequeno.
-1	Meio enjoadinho esse jogo
-1	Ruim Nao baixem
-1	Jogo legal, mas... O jogo em si é bom, mas as últimas atualizações deixaram o mesmo extremamente lento e com vários bugs. Acaba de travar comigo 3 vezes seguidas na mesma propaganda irritante...
-1	Fraco Achei sou atualizaçao fraca
-1	Muito ruim Um lixo de jogo
-1	Naao presta no meu galaxy Y fica cheiio de quadrinhoo
-1	Não funcionou Nem no galaxy SII  nem no galaxy note 10.1... =(
-1	Com defeito O app não abriu no Xperia mini pro!
-1	Nao apareceu A tela ficou escura no meu galaxy y
-1	Virus Não duvido que o jogo funcione ou seja bom, mas o desinstalei no ato pois o antivírus Zoner identificou um malware no jogo.
-1	Desinstalei pois nao entra
-1	Michel Tenho um lg 136f e uma merda ec jogo so trava!
-1	Muito ruim Piorou muito, esta atualização e modelagem é para inglês ver.
-1	ruim esses jogos de futebol da gameloft sao uma bosta! nao chegam nem perto do pes e do fifa para a versao android e os graficos sao pessimo,para quem acha que a qualidade e de console deve ter um play 1 dentro de casa!
-1	Opinião Muito devagar
-1	Umm lixo nao baixem issoo  cheio de anuncios  add no facebook : vinicius lopes
-1	vao tomar no cu seus cabruncos
-1	Mais ou menos Tem defeito arrumem por favor  fica tudo branco a tela quando liga o jogo por favor arrume
-1	Não funciona no S2 A versão que foi comprada não funciona corretamente no Galaxy S2. Aparece uma mensagem the graphics format used by this software is not supported on your device, e fica todo errado. Não consegui fazer o reembolso, ou seja, ate sair alguma atualização (se é que sai), só gastei dinheiro.
-1	No meu trava e fika bugando xd nao baixem ee o celular fo galaxy Ruim
-1	nao vale a pena esse jogo e uma merda nao vale a pena instala . o jogo so tem 3 telas e cada tela tem 20 segundos de jogo
-1	Reavaliando Poxa meu as novas atualizaçoes apesar de terem ficado muito boas grafismo bem melhorado, elas me fizeram perder 2 dos meus carros que mais deram trabalho pra conseguir, meu Aero Ultimate e Zonda e sem contar a nova de voces pra adquirir novamente vou ter que comprar RP? Meu se disponibilizam um game gratis disponibilizem um meio acessivel de adquirir os recursos que ele oferece! É pra ser gratis entao que seja tudo gratis ou no minimo bem mais acessivel! Um Tuehara custa 48000 RP?
-1	Trava muito no xperia,nao da pra ganhar pontos de respeito,so comprando!!
-1	Não tá rolando. Tá zuado e não conecta.
-1	Trava muito Travou tanto que eu desisti e desinstalei.
-1	Só tem gráfico ... Jogo péssimo Não perca tempo
-1	Não permite 3 botões ao mesmo tempo Não consegui jogar super mario world, eu não consigo correr, andar e pular ao mesmo tempo..Samsung galaxy S II
-1	ridículo Como pode no meu galaxy ace funciona e no s 2 lite nao , pq ????
-1	Bug Bug na hora de iniciar dessa live
-1	Ñ instala no Lg p698 dual Termina de baixar e na hora de abrir o jogo diz que precisa de atualização, em seguida diz não estar conectado.
-1	Uma merda Não perca tempo baixar chega um fase que trava vc nao cpnsegui direcionar maid trava uma merda.
-1	Galaxy ace Esse jogo e mais ou menos nao baixe porque vc vai se decepsionar
-1	Não pega. Gastei dinheiro atoa neste aplicativo, ele trata e o touch não funciona.
-1	Horrível Ele não toda, apesar se meu celular ter um hardware pesado...
-1	Reembolso Quero um reembolso pois baixei o jogo no meu aparelho e no funcionou
-1	Muita propaganda Vou desinstalar pois tem MUITA propaganda, inclusive durante o jogo. Fica uma bosta de jogar.
-1	Lixo Lixoooooo, vou dar 3 estrelas so pelo tempo que o desenvolvedor perdeu pra fazer esta mewrdia.
-1	Fatima ossenkopp So baixei pra ganhar nozes na era do gelo.. E mesmo assim nao ganhei fui troladaaa..desinstalando now...
-1	Jogo muito lento so pra quem i muito viciado em f1.
-1	Problemas c Sony Neo A primeira vez funcionou bem, mas agora trava sempre.. aparece uma tela preta c a grama e o loding toda hora... im1sível jogar... funcionou bem quem tem o Sony neo?
-1	Precisa melhorar os graficos
-1	Porcaria Não funciona no gallaxy w
-1	Nao aparece nada Isso ai e uma droga mais de 20 minutos baixando pra so ficar um son irritante
-1	Trava... Fui atualizar e agora não consigo jogar. Trava e tenho que tirar a bateria do celular. Arrependi demais.
-1	Body Shop Deveria ter novas roupas. Tipo colar e cabelos novos.
-1	O jogado Nao presta levei 3horas para baixar e travou
-1	Uma merda Uma puta nao  deu pra baixa nem no meu i phone e nem no meu ipad
-1	A Ruim a instalacao
-1	Thayna Af, ele trava e pra pegar dnv tem que excluir e intalar dnv pqp
-1	So trava esse jogo fdp
-1	ruim a imagem e boa so q o jogo e ruim pra controlar
-1	Ruim Nao gostei pois nao consigo jogar a pessimo
-1	só extress os comandos dele nao funcionam...quando vou passar pro outro lado nao vai. mas o jogo é legal até porém eu só me extressei com ele.
-1	Não esta funcionando Só fica reiniciado no Galaxy s2.
-1	Facebook hackeado Não deu 10 minutos usando este aplicativo usando o usuário do Facebook e tive meu Facebook hackeado... Usem por sua conta e risco...
-1	Porcaria Diz que funciona galaxy tab 7.0 plus, mas não roda diz que o aparelho não é compativel.
-1	Parou de funcionar Galaxy Ace Gente instala o droidemu vamos todos dar uma estrela pra esses ótarios aprender a fazer atualização. Sacanagem quase nenhum jogo funciona. Pena porque era o melhor :'( constem isso programadores de meerda..
-1	Sem opção multijogador Atualmente, é inadimissivel um jogo que não 1sui a modalidade multiplayer !!!
-1	Ruim Não pega no galaxy ace
-1	Bugado Não sei se outros estão tendo o mesmo problema, mas nunca consigo jogar quando estou online porque o aplicativo fecha sozinho. Esse bug não ocorre quando o celular está offline. Galaxy Nexus com Android 4.1.1.
-1	Lucineide Eu estalo mais ele naum abre... Naum goste :(
-1	Pessoal, oq tá acontecendo nessa atualização nova ? O jogo tá tão bugado q qndo clico na fase ele abre e fecha o aplicativo sozinho. Galaxy SII lite.
-1	Dificuldade Achei muito facil poderia ter um mais de dificuldade.
-1	Virus Avast detectou virus na hora , não recomendo bjs
-1	Não funcionou Nn qr entrar no meu! Ele fica carregando e dps fecha o app sozinhoo... :/
-1	Le Fico desligando meu celular n gostei n
-1	Odiei No meu LG P350 é im1sivel. Trava mto a imagem e o audio, além dos botões não responderem... me arrependi de baixar
-1	esta uma merda depois da ultima atualizacao, ao entrar e escolher o agente ele sai do jogo.... arrumem eu adoro este joguinho.
-1	MERDA DEPOIS DA ÚLTIMA ATUALIZAÇÃO FICOU TUDO PRETO NO JOGO!!! uma merda! Logo agora q já tava fazendo neném!
-1	Muito ruin O jogo e muito chato num tem fases nem nada .nao recomendo.
-1	Uma boooosta Não temnada que preste nesse jogo. Uma meeeeerdaaa
-1	Ruim Péssimo
-1	Nao roda Ele instala bem. Mas na hora da fase trava. Sansung y nao recomendo.
-1	Bah Esperava mais deste jogo tao falado. ...
-1	Eh horrivel p jogar, nao vale a pena
-1	Artvidatatto Péssimo jogo. Não baixem.
-1	Venon Esse minecraft. Tem quase nada
-1	Lixo Jogo ruin frescurento fdp
-1	Lerdo O touch e uma merrrrrrrrrrrda
-1	Travando TRAVANDO NOVAMENTE AO FINAL DE CADA FASE LGP698
-1	Ridiculo essa porra... Paia de mais!!!!
-1	Jogabilidade ruim É muito difícil jogar, não gostei.
-1	Xperia u E muito podre
-1	Bosta de jogo. Instalei pela primeira vez e não abriu, instalei de novo e não abriu, aparece só uma tela preta. Eu quero meu dinheiro de volta, ou se não entro na justiça. Por que pelo menos nao avisa que não é compativel com o galaxi y, bosta de jogo. Gastei 10 reais a toa.
-1	Na boa ... Nao gostei muito da muito tedio . 1star
-1	Uma fase
-1	mudou as regras a poucos dias atras vc podia comprar mesmo tendo pedras na mão , agora não da mais ficando dependente do computador que sempre acaba roubando pra um dos lados geralmente pra quem tem menos pontos.
-1	Lixo Deus... Que jogo horrível!!!!
-1	Uma grande b..... Um jogo onde seu parceiro truca e te ferra td hora, a maior parte do tempo as melhores cartas saem para seus oponentes, na melhor de onze quase sempre os oponentes vem com as melhores cartas ....ou seja vc fica tentando ganhar feito um idiota e nunca consegue
-1	Muito fraco. Ruim mesmo
-1	RUIM... Muito dependente da internet, tudo é carregado através dela. ao contrário de Last War (Gamevil) que usa a internet apenas para dar e receber os comandos. Vou ficar no Last War mesmo...
-1	Nao baixem.e um lixo nao pega é o mais merda de todos os aplicativo market
-1	Nao consegui jogar, instalei mas n abre a tela do jogo.
-1	Uma p@#&$
-1	Toskinho Soh pra passa o tempo mesmo
-1	Lixoso Física muito mal apurada, e o fps é muito mais do que mal calculado. A bola fica rápida demais e o jogo não vale a pena.
-1	Depende de Internet. Fecha quando não tem Internet.
-1	Erro no servidor! Gastei $ a toa! Qdo tento rodar o jogo aparece a msg de erro. LG P968f
-1	Travando no galaxy s2 Uma estrela o jogo e bom mas trava no galaxy s2 quando você tenta reiniciar um missão
-1	Douglas Vou dar 3 star pq ela ta travando...
-1	Esse treco num presta poha
-1	Falta privacidade App publica todas as suas jogadas no facebook sem pedir permissão.. .not cool!
-1	Não gosteii Horrivel nunca mais, quero estalar
-1	Fraco Fraquinho... mas pra passar o tempo, sei lá.. Baixem e tirem suas próprias conclusões. Eu acho fraco, já baixei melhores de sinuca!
-1	Tremendo engano Apesar de indicar ser compativel, o jogo demora muito para carregar e o touch não funciona nas ações necessárias
-1	Camila Essa porcaria não instala no galáxy 5
-1	Ruim,chato e sem graça :/
-1	Uma bosta Essa porra e cheia de Bug, trava o tempo todo não baixem.
-1	Reinicia toda hora no milestone e nao da pra pintar paredes nem por piso. Fraco.
-1	Não entendi a finalidade deste aplicativo Não conseguiu prender a minha atenção. Pode até ser bom construir mundos, mas nao acho q seja um dos melhores aplicativos.
-1	Tem melhores ne vamo fala
-1	Problema no galaxy sii Quando chega na missão 5 A fase de perseguição de quadriciclo o jogo fica bem lento travando muito. Im1sível jogar a partir daí. Quem tiver o mesmo problema mandem um email para o suporte. Talvez com um número grande de reclamações tomem uma providência:   support@gameloft.com
-1	Peeeeeessimo E pessimo gent nao baixe pq vao se arrepender , a velhinha fica cansada atoa euem
-1	Não funciona Não passa da tela com ampulheta...Galaxy SII
-1	Deixa o cel lerdo... e.e
-1	Bom O jogo e bom so q demora muito p os jogadores se recuprarem e o descanso fisico tambem. ouro ponto -1ativo e pq Esta travando direto no meu S3
-1	horrivel uma porcaria naum percam seu tempo
-1	Marcos O gráfico é ruim péssimo?  Precisa melhorar isso.
-1	Só entra a 1ª Péssimo no Galaxy Ace. Fica na tela inicial preparando e não sai disso. Já desinstalei e reinstalei, mas não adiantou.
-1	Não Funfou... Uma pena não funcionar no galaxy y duos...
-1	Pessimo Não funciona no Galaxy 551 Pra mim e um lixo
-1	:( No meu so buga
-1	Não funciona Parecia ser bem legal mais ele trava e não funciona
-1	Perda de tempo Só da para jogar conectado a internet...
-1	Não entendi, baixei ele.. E não instalou.. To baixando de novo.. Sony x8
-1	Nao pega Nao sei o que acontece,instalei o jogo mas nao pega no meu samsung ace,gastei dinheiro atoa foda
-1	Xperia arc Ainda continuo com problemas com esta atualização muitos bugs (travando mto)
-1	Um lixo Trava de mais no defy
-1	Incompatibilidade Comprei o aplicativo quando tinha um Motorola Milestone 1. Agora que tenho um Samsung Galaxy S 3 ele é incompatível? Que absurdo! Só tiro a 1 estrela quando puder baixar o jogo que comprei. E o pior é que a versão grátis é compatível!
-1	Péssimo Não consigo acessar no meu Tablet !!!
-1	Pessimo Esse jogo é uma Droga , pow jogo ruin da merda - prefiro Fruit ninja ... :(
-1	O jogo está dando erro e não consigo joga-lo. Alguma dica?
-1	É uma porcaria Esses pessoal da google atores devia avisar que esse jogo não compatível com o Galaxy y.=(
-1	Muito fraco! Joguei 5 secs, sem mentir, e desinstalei logo! Não vale a pena!
-1	Erro no game Im1sível abrir ou desinstalar.
-1	Erica Pode ter certeza é colocar isso no seu celular e esperar alguns dias para ele dá pau, o o eu tenho a fazer é esperar ....uma porcaria
-1	Podre Muito ruim.  Nao recomendo. So trava. Bugou meu celular
-1	Mediano Trava mais q a peste
-1	Beache Esse jogo e vìrus!!!!!!!!!!, pois tentei baixar e ele travou! !!!!!!!!!!!!!!!!!!!!
-1	Bon Tem que melhorad a jogabilidade
-1	Sem áudio Acaba ficando chato.
-1	Difícil Muito difícil de conseguir o jeito...Desinstalei.
-1	Nao ta pegando travando direto
-1	Travou meu tablet Atualizou e travou bonito meu tablet, obrugado magma mobile. Desinstalando em 3,2,1...
-1	Renato Uma porcaria
-1	Se formatar o celular tem que comprar tudo denovo Muito ruim, tinha comprado pinguins e peixes e deu pau no meu Xoom, agora eles me responderam que tem que instalar e comprar tudo de novo não tem como baixar o que já foi comprado, é um caça níquel.
-1	Meia boca Jogabilidade péssima! Gráficos ruins.... Enfim tem jogos  melhores
-1	eu baixo mas ele fika na tela inicial depois que eu baixo ele não entra no jogo!! Por isso arrumem e darei 5 estrelas!!
-1	Muito grande O jogo zera rapido e odownload demora !
-1	Spam e Propaganda - NÃO INSTALEM Atenção, esse App vai encher seu celular de propagandas e spam, notificações passarão a aparecer o tempo todo, com propagandas de site de download de ringtones e etc, depois que instalei meu celular ficou zoado, tive que desinstalar para voltar ao normal. Além disso o jogo tem uma jogabilidade extremamente ruim.  NÃO INSTALEM, NÃO VALE A PENA  Péssimo
-1	samsung tab. Péssimo Péssimo  ele n ta abrindo. quem pod me explicar? Poxa ate agora nao tive nem uma explicaçao.
-1	Muitos Bugs! Fica travando e fechando sozinho.
-1	bosta essa porcaria não entra
-1	E muito ruim
-1	Uma merda Eu coloquei esse titulo pq tem muitoooo poco nivel e no modo online so vai ate o level 72.
-1	Nao to conseguindo baixa
-1	Não Funciona!!! Vc ve a descrição do jogo ve as imagens faz o download enche a memoria do celular e não funciona, zuado não façam o download pq não funciona
-1	Lixo!!! O jogo e muito mau !! Nao recomendo ! Lixo
-1	baixei essa merda e nem instalo.. nao recomendo!!!!
-1	como qualquer outro lixo esse game
-1	Diego Eu gostaria de saber uma soluçao para meu Optimus LG5 eu instalei e ele pede para vereficar o pais, eu ja fiz isso milhoes de vez, sera que vcs podem me ajudar se for 1sivel ?
-1	Não inicia Fica dando loop na abertura e nao inicia nunca o jogo, por favor atualizem o game e consertem esse problema.
-1	Travando No meu Defy rom custom 4.0 não está abrindo... Abre uma tela azul e fecha logo após!
-1	Porcaria O carro nao anda difeito,nao fais curva,simplesmente uma bosta
-1	Ta doido e devagar quase parano
-1	Horrível Tento baixar até hoje a expansão e nunca consigo.
-1	O ruim e q se morrer volta tudo dinovo
-1	nao funciona... lixo de jogo só trava...
-1	Tablet Nao gostei, nao rodou no meu tablet genesis...-
-1	Deixou de funcionar após a última  atualização. Fih  Boston
-1	Mais um péssimo título da EA Downloads adicionais e limitação de apenas jogar online estragam o jogo
-1	Porcaria Essa pora nao ten controle no meu galaxy fica curvando sozinha
-1	Precário!! Programa ainda deixa muito a desejar. Seguidamente, para de funcionar inesperadamente.
-1	Bugou agora depoia da atualizaçao Tudo fica preto
-1	poxa trava toda hora ...
-1	Bom odiei E uma droga
-1	Odiei o aplicativo não funciona é uma merda, ele fica travando toda hora cu
-1	Pessimo No meu galaxy nao da pra jogar fica travado w um merda
-1	Ruin Ja instalei uma vez e ñ funciounou direito, vou tentar instalar de novo pra ver se funciona direito.
-1	Ruim Horrivel nao baixem
-1	Não funciona no galaxy y No começo funciona direito, mas depois fica travando direto!! Ajeitem isso pfvr, pois gosto muito desse jogo no meu ipad, gostaria d poder jogar no meu celular tbm!!
-1	Deu defeito no galaxy5
-1	Cuidado! Meu Avast acusou de vírus!
-1	Parouuuuu Estou na 22° fase e quando clico no play volta para página inicial do meu telefone, aff, ja tentei clicar na cabeça do Papai Smurf, mas nada.
-1	Mauull Naum gostei muitoo mas talvez vcs gostem
-1	Jogabilidade podre! Nunca vi drift em F1...os graficos sao bacanas, mas o controle eh pessimo.
-1	Quero ver se é bom Esse google play nao tem mais nada de bom
-1	Podre Alem de os graficos serem pessimos trava muito o segundo pior jogo que ja jogoei!!!
-1	Aff não funciona no xt300 / que pena'
-1	sem graça!
-1	Decepção! Não baixa dados adicionais, usuários de Arc e Arc S não baixem esse aplicativo até tomarem alguma providência grande decepção foi essa em gameloft, digo o mesmo sobre o 9 mm =/!
-1	Demora muito pra carregar...nao gostei...
-1	Não funciona Baixei no meu Galaxy Tab 7, e ele não abre quando instala.
-1	Virus Eu baixei e pegou mor virus meu cel .  Nao baixe.
-1	Jogo reiniciando Não vão lançar um update para corrigir este problma do looping?
-1	Um bug! Sumiram todas as minhas moedas do naada :s
-1	Lixo Esse jogo e para todos fdps do brasil.simplismente e um coco que anda sobre rodas
-1	Não funciona no LG P880 Gráfico ruim no LG p880. As rodas dos carros são uns borrões brancos, assim como os pistas. Parece que as texturas não foram carregadas.
-1	Nao consegui baixar. Ruim
-1	Ele trava Na hora da comida sempre trava,pq o balde ñ vai onde a bolinha manda,por isso e tbm pelo barulho da racao caindo q dei 4estrelas
-1	Chato Não tem mira nem opção da força na bola
-1	Horrivel Uma besteira, nao baixem
-1	Merda Horrivel nao gosto de poker e so baixei pq para ganhar morangoa no gina aquele jogo da girafa e nao da certo!nao baixem vao peter o aeu tempo
-1	Fdp n liga Esse fdp fa agt.cpmpra agt compra e n funciona n nos dao nenhuma garantia esse fdp
-1	Decepção. Havia acabado de comprar, meia hora depois aparece uma atualização e o jogo se torna gratuito. Palhaçada!
-1	Pior aquisição Péssima aquisição. Pior de todos. Paguei mais de R$ 10,00 e o aplicativo, que se diz compativel com o Xperia S, não roda.  Já tentei suporte na Gameloft e ninguém responde.  Porcaria de suporte, porcaria de app, porcaria de empresa!!!  NUNCA MAIS COMPRO DA GAMELOFT
-1	Lwg Esse jogo e um a merda e um cuzao
-1	Uma bosta nao consigo baixar no meu melistone 3
-1	péssimo jogo não baixar horrível... não vale nada!
-1	Não funcionou
-1	Caro Quando chega uma hora nao tem como ganhar de ninguem devido a falta de moeda....
-1	Pessimo Sem graça imita o verdadeiro sem qualquer qualidade.
-1	instala mais nao abre
-1	Porra o jogo nem abre merda  muito pezadoo
-1	Fecha sozinho O jogo abre e fecha sozinho...
-1	Nao gostei Lixo
-1	Chato!!!! É horrível
-1	Leandro Travando no meio do jogo galaxy S2.
-1	,  muito  ruim  nao  gostei  ñ  recomendo....... (
-1	jogo não roda no galaxy 5 samsung eu abaixei o aplicativo no meu galaxy 5 samsung GT-i5500B mais quando eu vou abrir ele o celular começa a vibrar e volta para o icone, por isto que eu deixei com apenas uma estrela, os desenvolvedores tem que analizar direito isto por que esta dando este erro no galaxy 5? só nele da este erro, pois ele vibra mais não encontra o joguinho....    galaxy 5 GT-i5500B
-1	Adriano Alem de ocupar muinto espaço nao pega uma porcaria dou um prq nao tem como dar zero.!!!!!!!!!!!!!!
-1	horrivel Me roubaram nunca na sua vida conpre essa merda de jogo e ainda por cima nao tem reenbolso
-1	Contra Não consegui jogar sem ativar uma rede de dados.
-1	Uma bosta Uma merda.. Puta que pariu.. A mulher nm vira.. Nao pula.. Nm faz merda nem uma
-1	Cuidado com envio de informações A versão 1.7.6 rouba informações sensiveis do usuario, que são enviadas a empresa de publicidade. O problema ocorre também na versão paga do jogo. Quem preza pela sua privacidade, melhor evita-lo. Motorola Defy.
-1	Propaganda Ele instala um malware de propaganda insuportável
